transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue,month,month name,weekday,weekday name,hour
23,1/1/2023,8:24:26,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,"R$ 3,25",1,janeiro,7,domingo,8
24,1/1/2023,8:29:38,1,8,Hell's Kitchen,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 2,55",1,janeiro,7,domingo,8
25,1/1/2023,8:31:23,1,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 3,75",1,janeiro,7,domingo,8
26,1/1/2023,8:33:08,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 3,00",1,janeiro,7,domingo,8
27,1/1/2023,8:33:08,1,5,Lower Manhattan,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,"R$ 3,50",1,janeiro,7,domingo,8
28,1/1/2023,8:35:03,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",1,janeiro,7,domingo,8
29,1/1/2023,8:35:03,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",1,janeiro,7,domingo,8
30,1/1/2023,8:41:57,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 7,50",1,janeiro,7,domingo,8
31,1/1/2023,8:52:03,1,8,Hell's Kitchen,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",1,janeiro,7,domingo,8
32,1/1/2023,8:52:32,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 3,00",1,janeiro,7,domingo,8
33,1/1/2023,8:54:33,2,5,Lower Manhattan,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,"R$ 7,00",1,janeiro,7,domingo,8
34,1/1/2023,8:56:27,2,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,"R$ 5,00",1,janeiro,7,domingo,8
35,1/1/2023,8:57:46,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",1,janeiro,7,domingo,8
36,1/1/2023,8:58:55,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 3,00",1,janeiro,7,domingo,9
37,1/1/2023,9:00:12,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,"R$ 4,00",1,janeiro,7,domingo,9
38,1/1/2023,9:00:24,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 7,50",1,janeiro,7,domingo,9
39,1/1/2023,9:07:13,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 3,00",1,janeiro,7,domingo,9
40,1/1/2023,9:08:09,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",1,janeiro,7,domingo,9
41,1/1/2023,9:08:13,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 3,00",1,janeiro,7,domingo,9
42,1/1/2023,9:10:30,2,5,Lower Manhattan,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 7,50",1,janeiro,7,domingo,9
43,1/1/2023,9:10:30,1,5,Lower Manhattan,78,"4,5",Bakery,Scone,Scottish Cream Scone ,"R$ 4,50",1,janeiro,7,domingo,9
44,1/1/2023,9:11:06,1,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 2,55",1,janeiro,7,domingo,9
45,1/1/2023,9:11:06,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,"R$ 3,00",1,janeiro,7,domingo,9
46,1/1/2023,9:13:01,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 2,50",1,janeiro,7,domingo,9
47,1/1/2023,9:13:15,2,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 5,10",1,janeiro,7,domingo,9
48,1/1/2023,9:14:16,1,5,Lower Manhattan,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,"R$ 2,50",1,janeiro,7,domingo,9
49,1/1/2023,9:14:17,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 2,50",1,janeiro,7,domingo,9
50,1/1/2023,9:14:25,1,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,"R$ 2,50",1,janeiro,7,domingo,9
51,1/1/2023,9:14:41,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 3,00",1,janeiro,7,domingo,9
52,1/1/2023,9:15:09,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",1,janeiro,7,domingo,9
53,1/1/2023,9:15:13,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 6,00",1,janeiro,7,domingo,9
54,1/1/2023,9:19:21,2,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 4,40",1,janeiro,7,domingo,9
55,1/1/2023,9:19:26,1,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",1,janeiro,7,domingo,9
56,1/1/2023,9:21:08,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",1,janeiro,7,domingo,9
57,1/1/2023,9:22:17,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 3,00",1,janeiro,7,domingo,9
58,1/1/2023,9:22:46,1,5,Lower Manhattan,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,"R$ 2,45",1,janeiro,7,domingo,9
59,1/1/2023,9:29:56,2,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",1,janeiro,7,domingo,9
60,1/1/2023,9:29:56,1,8,Hell's Kitchen,74,"3,5",Bakery,Biscotti,Ginger Biscotti,"R$ 3,50",1,janeiro,7,domingo,9
61,1/1/2023,9:29:57,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,"R$ 3,00",1,janeiro,7,domingo,9
62,1/1/2023,9:34:17,2,8,Hell's Kitchen,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,"R$ 8,50",1,janeiro,7,domingo,9
63,1/1/2023,9:40:13,1,5,Lower Manhattan,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,"R$ 4,25",1,janeiro,7,domingo,9
64,1/1/2023,9:41:22,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",1,janeiro,7,domingo,9
65,1/1/2023,9:41:22,1,5,Lower Manhattan,79,"3,75",Bakery,Scone,Jumbo Savory Scone,"R$ 3,75",1,janeiro,7,domingo,9
66,1/1/2023,9:44:20,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 5,00",1,janeiro,7,domingo,9
67,1/1/2023,9:44:46,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 3,00",1,janeiro,7,domingo,9
68,1/1/2023,9:46:46,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 6,00",1,janeiro,7,domingo,9
69,1/1/2023,9:47:40,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 7,50",1,janeiro,7,domingo,9
70,1/1/2023,9:50:44,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 6,00",1,janeiro,7,domingo,9
71,1/1/2023,9:50:44,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,"R$ 3,25",1,janeiro,7,domingo,9
72,1/1/2023,9:52:58,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",1,janeiro,7,domingo,9
73,1/1/2023,9:53:28,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 3,00",1,janeiro,7,domingo,9
74,1/1/2023,9:53:44,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 7,50",1,janeiro,7,domingo,9
75,1/1/2023,9:53:44,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,"R$ 3,25",1,janeiro,7,domingo,9
76,1/1/2023,9:53:49,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",1,janeiro,7,domingo,9
77,1/1/2023,9:54:46,1,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 2,50",1,janeiro,7,domingo,9
78,1/1/2023,9:55:16,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 6,00",1,janeiro,7,domingo,9
79,1/1/2023,9:56:30,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,"R$ 2,00",1,janeiro,7,domingo,10
80,1/1/2023,10:00:39,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 6,00",1,janeiro,7,domingo,10
81,1/1/2023,10:03:55,2,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",1,janeiro,7,domingo,10
82,1/1/2023,10:14:49,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 3,00",1,janeiro,7,domingo,10
83,1/1/2023,10:14:49,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",1,janeiro,7,domingo,10
84,1/1/2023,10:16:30,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 6,00",1,janeiro,7,domingo,10
85,1/1/2023,10:16:33,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",1,janeiro,7,domingo,10
86,1/1/2023,10:18:14,2,8,Hell's Kitchen,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,"R$ 8,50",1,janeiro,7,domingo,10
87,1/1/2023,10:18:52,2,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 4,40",1,janeiro,7,domingo,10
88,1/1/2023,10:19:42,2,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 5,00",1,janeiro,7,domingo,10
89,1/1/2023,10:24:19,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",1,janeiro,7,domingo,10
90,1/1/2023,10:25:22,2,8,Hell's Kitchen,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 5,10",1,janeiro,7,domingo,10
91,1/1/2023,10:25:45,2,5,Lower Manhattan,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,"R$ 7,00",1,janeiro,7,domingo,10
92,1/1/2023,10:25:45,1,5,Lower Manhattan,74,"3,5",Bakery,Biscotti,Ginger Biscotti,"R$ 3,50",1,janeiro,7,domingo,10
93,1/1/2023,10:27:48,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",1,janeiro,7,domingo,10
94,1/1/2023,10:30:07,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",1,janeiro,7,domingo,10
95,1/1/2023,10:30:07,1,5,Lower Manhattan,70,"3,25",Bakery,Scone,Cranberry Scone,"R$ 3,25",1,janeiro,7,domingo,10
96,1/1/2023,10:35:47,1,8,Hell's Kitchen,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 3,75",1,janeiro,7,domingo,10
97,1/1/2023,10:41:53,1,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",1,janeiro,7,domingo,10
98,1/1/2023,10:47:53,2,5,Lower Manhattan,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",1,janeiro,7,domingo,10
99,1/1/2023,10:49:13,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",1,janeiro,7,domingo,10
100,1/1/2023,10:49:51,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,"R$ 9,50",1,janeiro,7,domingo,10
101,1/1/2023,10:51:17,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 3,00",1,janeiro,7,domingo,10
102,1/1/2023,10:52:44,2,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 5,00",1,janeiro,7,domingo,10
103,1/1/2023,10:52:44,1,8,Hell's Kitchen,73,"3,75",Bakery,Pastry,Almond Croissant,"R$ 3,75",1,janeiro,7,domingo,10
104,1/1/2023,10:56:14,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",1,janeiro,7,domingo,10
105,1/1/2023,10:56:14,1,5,Lower Manhattan,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,"R$ 3,50",1,janeiro,7,domingo,11
106,1/1/2023,11:01:48,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,"R$ 2,00",1,janeiro,7,domingo,11
107,1/1/2023,11:01:58,1,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",1,janeiro,7,domingo,11
108,1/1/2023,11:01:58,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,"R$ 3,50",1,janeiro,7,domingo,11
109,1/1/2023,11:03:25,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",1,janeiro,7,domingo,11
110,1/1/2023,11:03:25,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,"R$ 3,50",1,janeiro,7,domingo,11
111,1/1/2023,11:04:32,2,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,"R$ 8,50",1,janeiro,7,domingo,11
112,1/1/2023,11:08:11,1,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",1,janeiro,7,domingo,11
113,1/1/2023,11:08:59,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",1,janeiro,7,domingo,11
114,1/1/2023,11:09:01,1,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",1,janeiro,7,domingo,11
115,1/1/2023,11:10:21,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 3,00",1,janeiro,7,domingo,11
116,1/1/2023,11:10:21,1,3,Astoria,79,"3,75",Bakery,Scone,Jumbo Savory Scone,"R$ 3,75",1,janeiro,7,domingo,11
117,1/1/2023,11:10:58,1,3,Astoria,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,"R$ 2,50",1,janeiro,7,domingo,11
118,1/1/2023,11:12:29,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 3,00",1,janeiro,7,domingo,11
119,1/1/2023,11:16:02,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",1,janeiro,7,domingo,11
120,1/1/2023,11:21:00,2,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 5,00",1,janeiro,7,domingo,11
121,1/1/2023,11:21:04,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",1,janeiro,7,domingo,11
122,1/1/2023,11:21:14,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 3,75",1,janeiro,7,domingo,11
123,1/1/2023,11:23:01,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,"R$ 2,20",1,janeiro,7,domingo,11
124,1/1/2023,11:23:43,2,5,Lower Manhattan,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 7,50",1,janeiro,7,domingo,11
125,1/1/2023,11:23:43,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,"R$ 3,00",1,janeiro,7,domingo,11
126,1/1/2023,11:25:35,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 6,00",1,janeiro,7,domingo,11
127,1/1/2023,11:25:37,2,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 7,50",1,janeiro,7,domingo,11
128,1/1/2023,11:28:15,2,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 5,00",1,janeiro,7,domingo,11
129,1/1/2023,11:28:29,2,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 7,00",1,janeiro,7,domingo,11
130,1/1/2023,11:29:25,2,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 5,10",1,janeiro,7,domingo,11
131,1/1/2023,11:29:57,2,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 6,20",1,janeiro,7,domingo,11
132,1/1/2023,11:29:57,1,8,Hell's Kitchen,78,"4,5",Bakery,Scone,Scottish Cream Scone ,"R$ 4,50",1,janeiro,7,domingo,11
133,1/1/2023,11:30:22,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 2,50",1,janeiro,7,domingo,11
134,1/1/2023,11:31:35,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 3,00",1,janeiro,7,domingo,11
135,1/1/2023,11:31:43,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",1,janeiro,7,domingo,11
136,1/1/2023,11:31:43,1,5,Lower Manhattan,72,"3,25",Bakery,Scone,Ginger Scone,"R$ 3,25",1,janeiro,7,domingo,11
137,1/1/2023,11:31:53,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 5,00",1,janeiro,7,domingo,11
138,1/1/2023,11:31:53,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,"R$ 3,50",1,janeiro,7,domingo,11
139,1/1/2023,11:39:14,1,5,Lower Manhattan,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 3,75",1,janeiro,7,domingo,11
140,1/1/2023,11:39:14,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",1,janeiro,7,domingo,11
141,1/1/2023,11:40:26,2,3,Astoria,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",1,janeiro,7,domingo,11
142,1/1/2023,11:43:57,2,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 4,40",1,janeiro,7,domingo,11
143,1/1/2023,11:44:09,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",1,janeiro,7,domingo,11
144,1/1/2023,11:47:13,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,"R$ 3,00",1,janeiro,7,domingo,11
145,1/1/2023,11:48:56,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 5,00",1,janeiro,7,domingo,11
146,1/1/2023,11:49:42,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",1,janeiro,7,domingo,11
147,1/1/2023,11:49:42,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,"R$ 3,25",1,janeiro,7,domingo,11
148,1/1/2023,11:50:16,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 6,00",1,janeiro,7,domingo,11
149,1/1/2023,11:50:23,2,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",1,janeiro,7,domingo,11
150,1/1/2023,11:50:58,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",1,janeiro,7,domingo,11
151,1/1/2023,11:51:30,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 7,00",1,janeiro,7,domingo,11
152,1/1/2023,11:52:31,1,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,"R$ 3,10",1,janeiro,7,domingo,11
153,1/1/2023,11:57:17,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 6,00",1,janeiro,7,domingo,11
154,1/1/2023,11:57:59,1,3,Astoria,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",1,janeiro,7,domingo,11
155,1/1/2023,11:57:59,1,3,Astoria,79,"3,75",Bakery,Scone,Jumbo Savory Scone,"R$ 3,75",1,janeiro,7,domingo,11
156,1/1/2023,11:58:15,2,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 7,50",1,janeiro,7,domingo,12
157,1/1/2023,12:00:20,1,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,"R$ 2,50",1,janeiro,7,domingo,12
158,1/1/2023,12:01:00,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 6,00",1,janeiro,7,domingo,12
159,1/1/2023,12:01:20,2,3,Astoria,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 6,20",1,janeiro,7,domingo,12
160,1/1/2023,12:01:20,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,"R$ 3,50",1,janeiro,7,domingo,12
161,1/1/2023,12:03:09,1,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 3,75",1,janeiro,7,domingo,12
162,1/1/2023,12:03:38,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 3,00",1,janeiro,7,domingo,12
163,1/1/2023,12:03:43,1,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 2,50",1,janeiro,7,domingo,12
164,1/1/2023,12:04:22,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,"R$ 7,00",1,janeiro,7,domingo,12
165,1/1/2023,12:05:31,2,3,Astoria,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",1,janeiro,7,domingo,12
166,1/1/2023,12:06:29,1,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,"R$ 2,50",1,janeiro,7,domingo,12
